Disease,Gender,symptoms,Cure
Depression,male,"fatigue,loss of interest,persistent sadness,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"loss of interest,sleep disturbances,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"persistent sadness,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,male,"fatigue,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,loss of interest,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,loss of interest,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,sleep disturbances,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,persistent sadness,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,persistent sadness,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,persistent sadness,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,sleep disturbances,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,loss of interest,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,fatigue,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,loss of interest,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,sleep disturbances,loss of interest,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,persistent sadness,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,loss of interest,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,loss of interest,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,fatigue,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,persistent sadness,sleep disturbances,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,sleep disturbances,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,sleep disturbances,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,loss of interest,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,sleep disturbances,loss of interest,fatigue","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,sleep disturbances,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,sleep disturbances,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"fatigue,loss of interest,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,fatigue,sleep disturbances","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"sleep disturbances,persistent sadness,fatigue,loss of interest","Psychotherapy, antidepressants, lifestyle changes"
Depression,female,"loss of interest,fatigue,persistent sadness","Psychotherapy, antidepressants, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,severe headache,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,visual disturbances,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,visual disturbances,severe headache,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,severe headache,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,nausea,severe headache,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,visual disturbances,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,severe headache,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,nausea,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,severe headache,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,severe headache,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,sensitivity to light/sound,nausea,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,severe headache,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,severe headache,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,nausea,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,severe headache,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,severe headache,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,nausea,severe headache,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,sensitivity to light/sound,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,sensitivity to light/sound,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,sensitivity to light/sound,visual disturbances,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,severe headache,visual disturbances,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,sensitivity to light/sound,visual disturbances,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,sensitivity to light/sound,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,visual disturbances,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,sensitivity to light/sound,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,visual disturbances,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,sensitivity to light/sound,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,sensitivity to light/sound,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,sensitivity to light/sound,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,sensitivity to light/sound,visual disturbances","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,visual disturbances,severe headache,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"nausea,visual disturbances,severe headache,sensitivity to light/sound","Pain relief medications, lifestyle changes"
Migraine,female,"sensitivity to light/sound,visual disturbances,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,nausea,severe headache","Pain relief medications, lifestyle changes"
Migraine,female,"severe headache,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
Migraine,female,"visual disturbances,sensitivity to light/sound,nausea","Pain relief medications, lifestyle changes"
